plotID,earliest_disturbance,latest_disturbance,mean_before_O,mean_after_O,mean_before_M,mean_after_M,years_offset_before,O_after_1,O_after_2,O_after_3,O_after_4,O_after_5,O_after_6,O_after_7,O_after_8,O_after_9,O_after_10,O_after_11,O_after_12,O_after_13,O_after_14,O_after_15,O_after_16,O_after_17,O_after_18,O_after_19,O_after_20,M_after_1,M_after_2,M_after_3,M_after_4,M_after_5,M_after_6,M_after_7,M_after_8,M_after_9,M_after_10,M_after_11,M_after_12,M_after_13,M_after_14,M_after_15,M_after_16,M_after_17,M_after_18,M_after_19,M_after_20
SERC_005,5/6/19,5/9/19,,,2.39,2.203333333333333,10,,,,,,,,,,,,,,,,,,,,,,,2.203333333333333,,,,,,,,,,,,,,,,,
SERC_003,5/6/19,5/9/19,,,1.2066666666666668,1.415,10,,,,,,,,,,,,,,,,,,,,,,,1.415,,,,,,,,,,,,,,,,,
SERC_002,5/6/19,5/9/19,,,2.0666666666666664,1.2133333333333332,10,,,,,,,,,,,,,,,,,,,,,,,1.2133333333333332,,,,,,,,,,,,,,,,,
STEI_008,7/7/17,6/17/20,,,1.7166666666666668,3.6799999999999997,10,,,,,,,,,,,,,,,,,,,,,,,3.6799999999999997,,,,,,,,,,,,,,,,,
STEI_004,7/7/17,6/17/20,,,2.5066666666666664,3.4066666666666667,10,,,,,,,,,,,,,,,,,,,,,,,3.4066666666666667,,,,,,,,,,,,,,,,,
STEI_002,7/7/17,6/17/20,,,1.9833333333333334,1.8666666666666665,10,,,,,,,,,,,,,,,,,,,,,,,1.8666666666666665,,,,,,,,,,,,,,,,,
STEI_001,7/7/17,6/17/20,,,7.03625,4.866666666666667,10,,,,,,,,,,,,,,,,,,,,,,,4.866666666666667,,,,,,,,,,,,,,,,,
STEI_003,7/7/17,6/17/20,,,1.8980000000000001,2.44,10,,,,,,,,,,,,,,,,,,,,,,,2.44,,,,,,,,,,,,,,,,,
STEI_047,7/7/17,6/17/20,,,2.1042857142857145,2.8466666666666662,10,,,,,,,,,,,,,,,,,,,,,,,2.8466666666666662,,,,,,,,,,,,,,,,,
STEI_053,7/7/17,6/17/20,,,2.2083333333333335,3.85,10,,,,,,,,,,,,,,,,,,,,,,,3.85,,,,,,,,,,,,,,,,,
STEI_060,7/7/17,6/17/20,22.77,36.31,6.207142857142856,5.395,10,,,36.31,,,,,,,,,,,,,,,,,,,,5.395,,,,,,,,,,,,,,,,,
STEI_059,7/7/17,6/17/20,,,2.591666666666667,4.2,10,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,
STEI_021,7/7/17,6/17/20,40.5775,29.97333333333333,26.638333333333332,,10,,,29.97333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREE_014,4/19/19,9/16/19,,,1.7533333333333332,1.5566666666666666,10,,,,,,,,,,,,,,,,,,,,,1.5566666666666666,,,,,,,,,,,,,,,,,,,
TREE_046,4/19/19,9/16/19,,,2.65,2.1566666666666667,10,,,,,,,,,,,,,,,,,,,,,2.1566666666666667,,,,,,,,,,,,,,,,,,,
TREE_049,4/19/19,9/16/19,,,2.2333333333333334,2.526666666666667,10,,,,,,,,,,,,,,,,,,,,,2.526666666666667,,,,,,,,,,,,,,,,,,,
TREE_050,4/19/19,9/16/19,,,1.8766666666666667,2.09,10,,,,,,,,,,,,,,,,,,,,,2.09,,,,,,,,,,,,,,,,,,,
TREE_041,4/19/19,9/16/19,,,1.8,2.563333333333333,10,,,,,,,,,,,,,,,,,,,,,2.563333333333333,,,,,,,,,,,,,,,,,,,
TREE_003,4/19/19,9/16/19,,,1.5899999999999999,1.8575,10,,,,,,,,,,,,,,,,,,,,,1.8575,,,,,,,,,,,,,,,,,,,
TREE_001,4/19/19,9/16/19,,,1.5675,1.8,10,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,
TREE_002,4/19/19,9/16/19,40.446666666666665,44.61333333333334,6.6433333333333335,2.5949999999999998,10,44.61333333333334,,,,,,,,,,,,,,,,,,,,2.5949999999999998,,,,,,,,,,,,,,,,,,,
TREE_006,4/19/19,9/16/19,,,1.2833333333333334,2.1566666666666667,10,,,,,,,,,,,,,,,,,,,,,2.1566666666666667,,,,,,,,,,,,,,,,,,,
UKFS_044,3/20/19,4/29/19,20.863333333333333,,4.398333333333333,3.893333333333333,10,,,,,,,,,,,,,,,,,,,,,,,,,3.893333333333333,,,,,,,,,,,,,,,
UKFS_031,3/20/19,4/29/19,21.049999999999997,,3.454285714285714,3.123333333333333,10,,,,,,,,,,,,,,,,,,,,,,,,,3.123333333333333,,,,,,,,,,,,,,,
UKFS_043,3/20/19,4/29/19,29.17,,4.0912500000000005,4.33,10,,,,,,,,,,,,,,,,,,,,,,,,,4.33,,,,,,,,,,,,,,,
